Tm,W,L,W-L%,GB,RS,RA,pythW-L%,dt
MIL,7,6,0.538,4.5,54,45,0.583,2021-04-16
PHI,7,6,0.538,4.5,51,50,0.509,2021-04-16
STL,6,7,0.462,5.5,62,72,0.432,2021-04-16
PIT,6,8,0.429,6.0,58,69,0.421,2021-04-16
MIA,6,8,0.429,6.0,64,62,0.515,2021-04-16
ATL,6,8,0.429,6.0,64,66,0.486,2021-04-16
CHC,5,8,0.385,6.5,34,57,0.28,2021-04-16
WSN,4,7,0.364,6.5,38,54,0.345,2021-04-16
ARI,5,9,0.357,7.0,66,75,0.442,2021-04-16
COL,3,10,0.231,8.5,55,68,0.404,2021-04-16
BOS,9,4,0.692,--,75,52,0.662,2021-04-16
SEA,9,5,0.643,0.5,63,70,0.452,2021-04-16
KCR,7,4,0.636,1.0,56,52,0.534,2021-04-16
LAA,8,5,0.615,1.0,71,68,0.52,2021-04-16
CLE,7,6,0.538,2.0,49,46,0.529,2021-04-16
OAK,7,7,0.5,2.5,59,78,0.375,2021-04-16
CHW,6,7,0.462,3.0,65,49,0.626,2021-04-16
HOU,6,7,0.462,3.0,69,59,0.571,2021-04-16
TOR,6,7,0.462,3.0,59,51,0.566,2021-04-16
TEX,6,8,0.429,3.5,57,65,0.44,2021-04-16
MIN,6,8,0.429,3.5,67,61,0.543,2021-04-16
TBR,6,8,0.429,3.5,58,76,0.379,2021-04-16
DET,6,8,0.429,3.5,53,73,0.358,2021-04-16
BAL,6,8,0.429,3.5,58,67,0.434,2021-04-16
NYY,5,8,0.385,4.0,50,54,0.465,2021-04-16
LAD,13,2,0.867,--,88,47,0.759,2021-04-17
CIN,9,5,0.643,3.5,88,61,0.662,2021-04-17
NYM,7,4,0.636,4.0,41,41,0.5,2021-04-17
SDP,9,7,0.563,4.5,64,54,0.577,2021-04-17
MIL,8,6,0.571,4.5,61,46,0.626,2021-04-17
SFG,8,6,0.571,4.5,48,46,0.519,2021-04-17
PHI,7,7,0.5,5.5,55,59,0.468,2021-04-17
STL,7,7,0.5,5.5,71,76,0.469,2021-04-17
MIA,7,8,0.467,6.0,71,68,0.52,2021-04-17
CHC,6,8,0.429,6.5,47,61,0.383,2021-04-17
WSN,5,7,0.417,6.5,44,56,0.391,2021-04-17
PIT,6,9,0.4,7.0,59,76,0.386,2021-04-17
ATL,6,9,0.4,7.0,68,79,0.432,2021-04-17
ARI,5,10,0.333,8.0,68,81,0.421,2021-04-17
COL,4,11,0.267,9.0,65,74,0.441,2021-04-17
BOS,10,4,0.714,--,82,56,0.668,2021-04-17
KCR,8,5,0.615,1.5,60,59,0.508,2021-04-17
SEA,9,6,0.6,1.5,63,71,0.446,2021-04-17
LAA,8,5,0.615,1.5,71,68,0.52,2021-04-17
OAK,8,7,0.533,2.5,66,78,0.424,2021-04-17
HOU,7,7,0.5,3.0,70,59,0.578,2021-04-17
CLE,7,7,0.5,3.0,51,49,0.518,2021-04-17
TBR,7,8,0.467,3.5,64,79,0.405,2021-04-17
BAL,7,8,0.467,3.5,64,68,0.472,2021-04-17
TOR,7,8,0.467,3.5,66,55,0.583,2021-04-17
MIN,6,8,0.429,4.0,67,61,0.543,2021-04-17
CHW,6,8,0.429,4.0,69,56,0.594,2021-04-17
TEX,6,9,0.4,4.5,58,71,0.409,2021-04-17
DET,6,9,0.4,4.5,53,80,0.32,2021-04-17
NYY,5,9,0.357,5.0,53,60,0.443,2021-04-17
LAD,13,3,0.813,--,90,52,0.732,2021-04-18
NYM,8,4,0.667,3.0,43,42,0.511,2021-04-18
CIN,9,6,0.6,3.5,91,67,0.637,2021-04-18
SFG,9,6,0.6,3.5,49,46,0.529,2021-04-18
SDP,10,7,0.588,3.5,69,56,0.594,2021-04-18
MIL,8,7,0.533,4.5,66,52,0.607,2021-04-18
PHI,8,7,0.533,4.5,57,59,0.484,2021-04-18
STL,7,8,0.467,5.5,71,78,0.457,2021-04-18
PIT,7,9,0.438,6.0,65,81,0.401,2021-04-18
MIA,7,9,0.438,6.0,71,69,0.513,2021-04-18
ATL,7,9,0.438,6.0,81,83,0.489,2021-04-18
CHC,6,9,0.4,6.5,51,74,0.336,2021-04-18
WSN,5,8,0.385,6.5,46,61,0.374,2021-04-18
ARI,6,10,0.375,7.0,73,83,0.442,2021-04-18
COL,4,12,0.25,9.0,66,76,0.436,2021-04-18
KCR,9,5,0.643,--,62,59,0.523,2021-04-18
BOS,10,6,0.625,--,85,64,0.627,2021-04-18
SEA,10,6,0.625,--,70,73,0.481,2021-04-18
LAA,8,5,0.615,0.5,71,68,0.52,2021-04-18
OAK,9,7,0.563,1.0,69,80,0.433,2021-04-18
CLE,8,7,0.533,1.5,57,52,0.542,2021-04-18
CHW,8,8,0.5,2.0,77,59,0.619,2021-04-18
TBR,8,8,0.5,2.0,68,81,0.421,2021-04-18
HOU,7,8,0.467,2.5,72,66,0.54,2021-04-18
TEX,7,9,0.438,3.0,59,71,0.416,2021-04-18
MIN,6,8,0.429,3.0,67,61,0.543,2021-04-18
BAL,7,9,0.438,3.0,64,69,0.466,2021-04-18
TOR,7,9,0.438,3.0,66,57,0.567,2021-04-18
DET,6,10,0.375,4.0,55,83,0.32,2021-04-18
NYY,5,10,0.333,4.5,55,64,0.431,2021-04-18
LAD,13,4,0.765,--,93,56,0.717,2021-04-19
SFG,10,6,0.625,2.5,51,46,0.547,2021-04-19
NYM,8,4,0.667,2.5,43,42,0.511,2021-04-19
CIN,9,6,0.6,3.0,91,67,0.637,2021-04-19
SDP,10,8,0.556,3.5,70,59,0.578,2021-04-19
MIL,9,7,0.563,3.5,69,53,0.618,2021-04-19
PHI,8,8,0.5,4.5,57,61,0.469,2021-04-19
STL,8,8,0.5,4.5,83,83,0.5,2021-04-19
PIT,7,9,0.438,5.5,65,81,0.401,2021-04-19
MIA,7,9,0.438,5.5,71,69,0.513,2021-04-19
ATL,7,9,0.438,5.5,81,83,0.489,2021-04-19
CHC,6,9,0.4,6.0,51,74,0.336,2021-04-19
ARI,6,10,0.375,6.5,73,83,0.442,2021-04-19
WSN,5,9,0.357,6.5,51,73,0.342,2021-04-19
COL,4,12,0.25,8.5,66,76,0.436,2021-04-19
BOS,11,6,0.647,--,96,68,0.653,2021-04-19
SEA,11,6,0.647,--,74,76,0.488,2021-04-19
KCR,9,6,0.6,1.0,63,63,0.5,2021-04-19
OAK,9,7,0.563,1.5,69,80,0.433,2021-04-19
LAA,8,6,0.571,1.5,75,74,0.506,2021-04-19
TBR,9,8,0.529,2.0,72,82,0.441,2021-04-19
CLE,8,7,0.533,2.0,57,52,0.542,2021-04-19
TEX,8,9,0.471,3.0,65,75,0.435,2021-04-19
CHW,8,9,0.471,3.0,81,70,0.566,2021-04-19
HOU,7,8,0.467,3.0,72,66,0.54,2021-04-19
MIN,6,8,0.429,3.5,67,61,0.543,2021-04-19
BAL,7,9,0.438,3.5,64,69,0.466,2021-04-19
TOR,7,9,0.438,3.5,66,57,0.567,2021-04-19
DET,6,10,0.375,4.5,55,83,0.32,2021-04-19
NYY,5,10,0.333,5.0,55,64,0.431,2021-04-19
LAD,14,4,0.778,--,94,56,0.721,2021-04-20
SFG,11,6,0.647,2.5,61,53,0.564,2021-04-20
NYM,8,5,0.615,3.5,44,45,0.49,2021-04-20
MIL,10,7,0.588,3.5,75,53,0.654,2021-04-20
CIN,9,7,0.563,4.0,95,72,0.624,2021-04-20
SDP,10,9,0.526,4.5,70,65,0.534,2021-04-20
PHI,8,9,0.471,5.5,64,71,0.453,2021-04-20
STL,8,9,0.471,5.5,85,86,0.495,2021-04-20
PIT,7,9,0.438,6.0,65,81,0.401,2021-04-20
CHC,7,9,0.438,6.0,54,75,0.354,2021-04-20
ARI,7,10,0.412,6.5,78,87,0.45,2021-04-20
MIA,7,10,0.412,6.5,76,76,0.5,2021-04-20
WSN,6,9,0.4,6.5,54,75,0.354,2021-04-20
ATL,7,10,0.412,6.5,82,86,0.478,2021-04-20
COL,5,12,0.294,8.5,72,78,0.463,2021-04-20
BOS,12,6,0.667,--,100,70,0.658,2021-04-20
OAK,11,7,0.611,1.0,77,80,0.483,2021-04-20
SEA,11,7,0.611,1.0,74,77,0.482,2021-04-20
LAA,9,6,0.6,1.5,81,76,0.529,2021-04-20
KCR,9,7,0.563,2.0,70,77,0.457,2021-04-20
TBR,10,8,0.556,2.0,86,89,0.484,2021-04-20
CHW,9,9,0.5,3.0,89,75,0.578,2021-04-20
CLE,8,8,0.5,3.0,62,60,0.515,2021-04-20
BAL,8,9,0.471,3.5,71,74,0.481,2021-04-20
TEX,8,10,0.444,4.0,67,81,0.414,2021-04-20
HOU,7,9,0.438,4.0,74,72,0.513,2021-04-20
TOR,7,10,0.412,4.5,68,61,0.55,2021-04-20
MIN,6,10,0.375,5.0,67,69,0.487,2021-04-20
DET,6,10,0.375,5.0,55,83,0.32,2021-04-20
NYY,6,10,0.375,5.0,58,65,0.448,2021-04-20
LAD,14,4,0.778,--,94,56,0.721,2021-04-21
MIL,11,7,0.611,3.0,79,55,0.66,2021-04-21
SFG,11,7,0.611,3.0,66,59,0.551,2021-04-21
NYM,8,6,0.571,4.0,48,61,0.392,2021-04-21
CIN,9,8,0.529,4.5,100,80,0.601,2021-04-21
SDP,10,10,0.5,5.0,72,69,0.519,2021-04-21
PHI,9,9,0.5,5.0,70,76,0.462,2021-04-21
CHC,8,9,0.471,5.5,70,79,0.445,2021-04-21
ARI,8,10,0.444,6.0,86,92,0.469,2021-04-21
PIT,8,10,0.444,6.0,70,88,0.397,2021-04-21
STL,8,10,0.444,6.0,85,87,0.489,2021-04-21
MIA,8,10,0.444,6.0,79,76,0.518,2021-04-21
WSN,7,9,0.438,6.0,55,75,0.362,2021-04-21
ATL,8,10,0.444,6.0,86,87,0.495,2021-04-21
COL,6,12,0.333,8.0,78,81,0.483,2021-04-21
BOS,12,7,0.632,--,103,76,0.636,2021-04-21
OAK,12,7,0.632,--,90,92,0.49,2021-04-21
SEA,11,7,0.611,0.5,74,77,0.482,2021-04-21
KCR,10,7,0.588,1.0,79,85,0.467,2021-04-21
LAA,9,7,0.563,1.5,85,83,0.511,2021-04-21
TBR,10,9,0.526,2.0,94,98,0.481,2021-04-21
CHW,9,9,0.5,2.5,89,75,0.578,2021-04-21
CLE,8,8,0.5,2.5,62,60,0.515,2021-04-21
TEX,9,10,0.474,3.0,74,85,0.437,2021-04-21
BAL,8,10,0.444,3.5,71,77,0.463,2021-04-21
TOR,8,10,0.444,3.5,74,64,0.566,2021-04-21
HOU,7,10,0.412,4.0,77,78,0.494,2021-04-21
DET,7,11,0.389,4.5,62,88,0.345,2021-04-21
MIN,6,11,0.353,5.0,79,82,0.483,2021-04-21
NYY,6,11,0.353,5.0,59,69,0.429,2021-04-21
LAD,14,5,0.737,--,96,59,0.709,2021-04-22
SFG,12,7,0.632,2.0,69,59,0.571,2021-04-22
MIL,11,7,0.611,2.5,79,55,0.66,2021-04-22
SDP,11,10,0.524,4.0,75,71,0.525,2021-04-22
NYM,8,7,0.533,4.0,51,65,0.391,2021-04-22
CIN,9,9,0.5,4.5,111,94,0.575,2021-04-22
CHC,9,9,0.5,4.5,74,82,0.453,2021-04-22
PHI,9,9,0.5,4.5,70,76,0.462,2021-04-22
ARI,9,10,0.474,5.0,100,103,0.486,2021-04-22
PIT,9,10,0.474,5.0,74,90,0.411,2021-04-22
STL,8,10,0.444,5.5,85,87,0.489,2021-04-22
WSN,7,9,0.438,5.5,55,75,0.362,2021-04-22
ATL,8,10,0.444,5.5,86,87,0.495,2021-04-22
MIA,8,11,0.421,6.0,79,79,0.5,2021-04-22
COL,6,12,0.333,7.5,78,81,0.483,2021-04-22
OAK,12,7,0.632,--,90,92,0.49,2021-04-22
SEA,12,7,0.632,--,81,80,0.506,2021-04-22
BOS,12,8,0.6,0.5,106,83,0.61,2021-04-22
KCR,10,7,0.588,1.0,79,85,0.467,2021-04-22
TBR,10,9,0.526,2.0,94,98,0.481,2021-04-22
LAA,9,8,0.529,2.0,87,91,0.479,2021-04-22
CHW,9,9,0.5,2.5,89,75,0.578,2021-04-22
TEX,9,10,0.474,3.0,74,85,0.437,2021-04-22
CLE,8,9,0.471,3.0,65,66,0.493,2021-04-22
HOU,8,10,0.444,3.5,85,80,0.528,2021-04-22
BAL,8,10,0.444,3.5,71,77,0.463,2021-04-22
TOR,8,10,0.444,3.5,74,64,0.566,2021-04-22
NYY,7,11,0.389,4.5,65,72,0.453,2021-04-22
MIN,6,11,0.353,5.0,79,82,0.483,2021-04-22
DET,7,12,0.368,5.0,64,92,0.34,2021-04-22
LAD,14,6,0.7,--,97,65,0.675,2021-04-23
SFG,13,7,0.65,1.0,74,62,0.58,2021-04-23
MIL,11,8,0.579,2.5,81,70,0.566,2021-04-23
SDP,12,10,0.545,3.0,81,72,0.554,2021-04-23
NYM,9,7,0.563,3.0,57,65,0.44,2021-04-23
CHC,10,9,0.526,3.5,89,84,0.526,2021-04-23
CIN,9,10,0.474,4.5,115,99,0.568,2021-04-23
PHI,9,10,0.474,4.5,74,81,0.459,2021-04-23
STL,9,10,0.474,4.5,90,91,0.495,2021-04-23
ATL,9,10,0.474,4.5,91,91,0.5,2021-04-23
ARI,9,11,0.45,5.0,104,108,0.483,2021-04-23
PIT,9,11,0.45,5.0,74,92,0.402,2021-04-23
WSN,7,10,0.412,5.5,55,81,0.33,2021-04-23
MIA,8,12,0.4,6.0,82,84,0.489,2021-04-23
COL,7,12,0.368,6.5,83,85,0.489,2021-04-23
OAK,13,7,0.65,--,93,93,0.5,2021-04-23
BOS,13,8,0.619,0.5,112,88,0.609,2021-04-23
KCR,11,7,0.611,1.0,85,87,0.489,2021-04-23
SEA,12,8,0.6,1.0,86,86,0.5,2021-04-23
CHW,10,9,0.526,2.5,98,82,0.581,2021-04-23
TBR,10,10,0.5,3.0,97,103,0.473,2021-04-23
LAA,9,9,0.5,3.0,91,96,0.476,2021-04-23
HOU,9,10,0.474,3.5,90,84,0.532,2021-04-23
TOR,9,10,0.474,3.5,79,67,0.575,2021-04-23
TEX,9,11,0.45,4.0,81,94,0.432,2021-04-23
CLE,8,10,0.444,4.0,68,71,0.48,2021-04-23
BAL,8,11,0.421,4.5,72,80,0.452,2021-04-23
NYY,8,11,0.421,4.5,70,75,0.468,2021-04-23
MIN,7,11,0.389,5.0,81,82,0.494,2021-04-23
DET,7,13,0.35,6.0,66,98,0.327,2021-04-23
LAD,15,6,0.714,--,102,69,0.672,2021-04-24
SFG,13,8,0.619,2.0,76,67,0.557,2021-04-24
MIL,12,8,0.6,2.5,85,73,0.569,2021-04-24
SDP,12,11,0.522,4.0,85,77,0.545,2021-04-24
NYM,9,8,0.529,4.0,58,72,0.402,2021-04-24
CHC,10,10,0.5,4.5,92,88,0.52,2021-04-24
PHI,10,10,0.5,4.5,81,86,0.473,2021-04-24
STL,10,10,0.5,4.5,92,91,0.505,2021-04-24
PIT,10,11,0.476,5.0,80,94,0.427,2021-04-24
ATL,9,10,0.474,5.0,91,91,0.5,2021-04-24
CIN,9,11,0.45,5.5,115,101,0.559,2021-04-24
ARI,9,11,0.45,5.5,104,108,0.483,2021-04-24
WSN,8,10,0.444,5.5,62,82,0.375,2021-04-24
MIA,9,12,0.429,6.0,87,86,0.505,2021-04-24
COL,7,13,0.35,7.5,88,92,0.48,2021-04-24
OAK,14,7,0.667,--,100,95,0.523,2021-04-24
KCR,12,7,0.632,1.0,87,88,0.495,2021-04-24
SEA,13,8,0.619,1.0,94,88,0.53,2021-04-24
BOS,13,9,0.591,1.5,114,96,0.578,2021-04-24
CHW,11,9,0.55,2.5,100,83,0.584,2021-04-24
TBR,11,10,0.524,3.0,102,106,0.482,2021-04-24
HOU,10,10,0.5,3.5,106,86,0.595,2021-04-24
LAA,9,10,0.474,4.0,93,112,0.416,2021-04-24
NYY,9,11,0.45,4.5,72,76,0.475,2021-04-24
TOR,9,11,0.45,4.5,82,72,0.559,2021-04-24
TEX,9,12,0.429,5.0,82,96,0.428,2021-04-24
CLE,8,11,0.421,5.0,69,73,0.474,2021-04-24
BAL,8,12,0.4,5.5,74,87,0.426,2021-04-24
MIN,7,12,0.368,6.0,83,88,0.473,2021-04-24
DET,7,14,0.333,7.0,67,100,0.325,2021-04-24
LAD,15,7,0.682,--,109,77,0.654,2021-04-25
SFG,14,8,0.636,1.0,80,70,0.561,2021-04-25
MIL,13,8,0.619,1.5,91,73,0.599,2021-04-25
SDP,13,11,0.542,3.0,93,84,0.546,2021-04-25
NYM,10,8,0.556,3.0,62,72,0.432,2021-04-25
STL,11,10,0.524,3.5,97,93,0.519,2021-04-25
ARI,11,11,0.5,4.0,116,108,0.533,2021-04-25
PIT,11,11,0.5,4.0,86,96,0.45,2021-04-25
CHC,10,11,0.476,4.5,92,94,0.49,2021-04-25
PHI,10,11,0.476,4.5,83,98,0.425,2021-04-25
CIN,9,12,0.429,5.5,117,106,0.545,2021-04-25
WSN,8,11,0.421,5.5,62,86,0.355,2021-04-25
ATL,9,12,0.429,5.5,91,103,0.444,2021-04-25
MIA,9,13,0.409,6.0,90,90,0.5,2021-04-25
COL,8,13,0.381,6.5,100,94,0.528,2021-04-25
KCR,13,7,0.65,--,91,88,0.515,2021-04-25
OAK,14,8,0.636,--,101,103,0.491,2021-04-25
BOS,14,9,0.609,0.5,119,99,0.583,2021-04-25
SEA,13,9,0.591,1.0,97,93,0.519,2021-04-25
CHW,12,9,0.571,1.5,108,87,0.598,2021-04-25
TBR,11,11,0.5,3.0,102,107,0.478,2021-04-25
LAA,10,10,0.5,3.0,97,114,0.427,2021-04-25
HOU,10,11,0.476,3.5,108,90,0.583,2021-04-25
TOR,10,11,0.476,3.5,83,72,0.565,2021-04-25
CLE,9,11,0.45,4.0,76,76,0.5,2021-04-25
BAL,9,12,0.429,4.5,82,88,0.468,2021-04-25
NYY,9,12,0.429,4.5,75,83,0.454,2021-04-25
TEX,9,13,0.409,5.0,86,104,0.414,2021-04-25
MIN,7,13,0.35,6.0,85,94,0.454,2021-04-25
DET,7,15,0.318,7.0,67,104,0.309,2021-04-25
SFG,15,8,0.652,--,92,70,0.622,2021-04-26
LAD,15,8,0.652,--,112,82,0.639,2021-04-26
MIL,13,9,0.591,1.5,91,81,0.553,2021-04-26
SDP,13,11,0.542,2.5,93,84,0.546,2021-04-26
NYM,10,8,0.556,2.5,62,72,0.432,2021-04-26
ARI,11,11,0.5,3.5,116,108,0.533,2021-04-26
PIT,11,11,0.5,3.5,86,96,0.45,2021-04-26
PHI,11,11,0.5,3.5,85,99,0.431,2021-04-26
STL,11,11,0.5,3.5,98,95,0.514,2021-04-26
CIN,10,12,0.455,4.5,122,109,0.551,2021-04-26
CHC,10,12,0.455,4.5,99,102,0.486,2021-04-26
ATL,10,12,0.455,4.5,99,110,0.452,2021-04-26
MIA,10,13,0.435,5.0,98,90,0.539,2021-04-26
WSN,8,11,0.421,5.0,62,86,0.355,2021-04-26
COL,8,14,0.364,6.5,100,106,0.473,2021-04-26
KCR,14,7,0.667,--,94,90,0.52,2021-04-26
OAK,15,8,0.652,--,103,104,0.496,2021-04-26
BOS,14,9,0.609,1.0,119,99,0.583,2021-04-26
CHW,12,9,0.571,2.0,108,87,0.598,2021-04-26
SEA,13,10,0.565,2.0,99,98,0.505,2021-04-26
LAA,11,10,0.524,3.0,106,118,0.451,2021-04-26
HOU,11,11,0.5,3.5,113,92,0.593,2021-04-26
TBR,11,12,0.478,4.0,103,109,0.474,2021-04-26
CLE,10,11,0.476,4.0,81,79,0.511,2021-04-26
TOR,10,11,0.476,4.0,83,72,0.565,2021-04-26
BAL,10,12,0.455,4.5,86,90,0.479,2021-04-26
NYY,9,13,0.409,5.5,77,87,0.444,2021-04-26
TEX,9,14,0.391,6.0,90,113,0.397,2021-04-26
MIN,7,14,0.333,7.0,88,99,0.446,2021-04-26
DET,7,16,0.304,8.0,69,107,0.309,2021-04-26
SFG,15,9,0.625,--,97,77,0.604,2021-04-27
LAD,15,9,0.625,--,117,88,0.627,2021-04-27
MIL,14,9,0.609,0.5,96,85,0.555,2021-04-27
SDP,13,12,0.52,2.5,94,89,0.525,2021-04-27
ARI,12,11,0.522,2.5,121,109,0.548,2021-04-27
PIT,12,11,0.522,2.5,88,97,0.456,2021-04-27
STL,12,11,0.522,2.5,103,97,0.527,2021-04-27
NYM,10,9,0.526,2.5,63,74,0.427,2021-04-27
CIN,11,12,0.478,3.5,128,114,0.553,2021-04-27
PHI,11,12,0.478,3.5,87,104,0.419,2021-04-27
ATL,11,12,0.478,3.5,104,110,0.474,2021-04-27
CHC,10,13,0.435,4.5,99,107,0.465,2021-04-27
MIA,10,14,0.417,5.0,102,95,0.532,2021-04-27
WSN,8,12,0.4,5.0,67,95,0.345,2021-04-27
COL,9,14,0.391,5.5,107,111,0.483,2021-04-27
KCR,14,8,0.636,--,95,92,0.515,2021-04-27
BOS,15,9,0.625,--,121,100,0.586,2021-04-27
OAK,15,9,0.625,--,106,108,0.491,2021-04-27
CHW,12,10,0.545,2.0,110,92,0.581,2021-04-27
SEA,13,11,0.542,2.0,99,100,0.495,2021-04-27
HOU,12,11,0.522,2.5,115,92,0.601,2021-04-27
TBR,12,12,0.5,3.0,107,112,0.479,2021-04-27
CLE,11,11,0.5,3.0,88,83,0.527,2021-04-27
LAA,11,11,0.5,3.0,107,124,0.433,2021-04-27
TOR,11,11,0.5,3.0,92,77,0.581,2021-04-27
BAL,10,13,0.435,4.5,87,95,0.46,2021-04-27
NYY,10,13,0.435,4.5,82,88,0.468,2021-04-27
TEX,10,14,0.417,5.0,96,114,0.422,2021-04-27
MIN,7,15,0.318,7.0,92,106,0.436,2021-04-27
DET,8,16,0.333,7.0,74,109,0.33,2021-04-27
SFG,16,9,0.64,--,104,80,0.618,2021-04-28
LAD,16,9,0.64,--,125,88,0.655,2021-04-28
MIL,14,10,0.583,1.5,98,91,0.534,2021-04-28
SDP,14,12,0.538,2.5,106,92,0.564,2021-04-28
ARI,12,12,0.5,3.5,124,121,0.511,2021-04-28
PIT,12,12,0.5,3.5,94,106,0.445,2021-04-28
PHI,12,12,0.5,3.5,92,107,0.431,2021-04-28
STL,12,12,0.5,3.5,106,102,0.518,2021-04-28
ATL,12,12,0.5,3.5,114,110,0.516,2021-04-28
NYM,10,10,0.5,3.5,63,75,0.421,2021-04-28
CIN,11,13,0.458,4.5,128,122,0.522,2021-04-28
MIA,11,14,0.44,5.0,108,97,0.549,2021-04-28
WSN,9,12,0.429,5.0,75,97,0.384,2021-04-28
CHC,10,14,0.417,5.5,99,117,0.424,2021-04-28
COL,9,15,0.375,6.5,110,118,0.468,2021-04-28
KCR,15,8,0.652,--,104,98,0.527,2021-04-28
BOS,16,9,0.64,--,122,100,0.59,2021-04-28
OAK,15,10,0.6,1.0,106,110,0.483,2021-04-28
CHW,12,10,0.545,2.5,110,92,0.581,2021-04-28
HOU,13,11,0.542,2.5,122,97,0.603,2021-04-28
TBR,13,12,0.52,3.0,109,112,0.488,2021-04-28
SEA,13,12,0.52,3.0,104,107,0.487,2021-04-28
LAA,12,11,0.522,3.0,111,127,0.439,2021-04-28
CLE,11,12,0.478,4.0,90,93,0.485,2021-04-28
TOR,11,12,0.478,4.0,94,85,0.546,2021-04-28
NYY,11,13,0.458,4.5,89,88,0.505,2021-04-28
BAL,10,14,0.417,5.5,87,102,0.428,2021-04-28
TEX,10,15,0.4,6.0,99,118,0.42,2021-04-28
MIN,8,15,0.348,7.0,102,108,0.474,2021-04-28
DET,8,16,0.333,7.5,74,109,0.33,2021-04-28
SFG,16,9,0.64,--,104,80,0.618,2021-04-29
LAD,16,10,0.615,0.5,126,90,0.649,2021-04-29
MIL,15,10,0.6,1.0,100,92,0.538,2021-04-29
SDP,14,12,0.538,2.5,106,92,0.564,2021-04-29
ARI,13,12,0.52,3.0,129,124,0.518,2021-04-29
STL,13,12,0.52,3.0,110,105,0.521,2021-04-29
PIT,12,12,0.5,3.5,94,106,0.445,2021-04-29
NYM,10,10,0.5,3.5,63,75,0.421,2021-04-29
PHI,12,13,0.48,4.0,95,111,0.429,2021-04-29
ATL,12,13,0.48,4.0,117,119,0.492,2021-04-29
CIN,11,13,0.458,4.5,128,122,0.522,2021-04-29
CHC,11,14,0.44,5.0,108,120,0.452,2021-04-29
MIA,11,14,0.44,5.0,108,97,0.549,2021-04-29
WSN,9,12,0.429,5.0,75,97,0.384,2021-04-29
COL,9,16,0.36,7.0,113,123,0.461,2021-04-29
KCR,15,8,0.652,--,104,98,0.527,2021-04-29
BOS,16,10,0.615,0.5,123,104,0.576,2021-04-29
OAK,16,10,0.615,0.5,109,112,0.488,2021-04-29
CHW,14,10,0.583,1.5,124,93,0.629,2021-04-29
SEA,14,12,0.538,2.5,105,107,0.491,2021-04-29
HOU,13,12,0.52,3.0,122,98,0.599,2021-04-29
LAA,12,11,0.522,3.0,111,127,0.439,2021-04-29
TBR,13,13,0.5,3.5,111,115,0.484,2021-04-29
CLE,11,12,0.478,4.0,90,93,0.485,2021-04-29
TOR,11,12,0.478,4.0,94,85,0.546,2021-04-29
BAL,11,14,0.44,5.0,91,105,0.435,2021-04-29
NYY,11,14,0.44,5.0,92,92,0.5,2021-04-29
TEX,11,15,0.423,5.5,103,119,0.434,2021-04-29
MIN,8,15,0.348,7.0,102,108,0.474,2021-04-29
DET,8,18,0.308,8.5,75,123,0.288,2021-04-29
MIL,16,10,0.615,--,103,93,0.547,2021-04-30
SFG,16,10,0.615,--,106,83,0.61,2021-04-30
LAD,16,11,0.593,0.5,127,93,0.639,2021-04-30
SDP,15,12,0.556,1.5,109,94,0.567,2021-04-30
ARI,14,12,0.538,2.0,136,126,0.535,2021-04-30
STL,14,12,0.538,2.0,117,108,0.537,2021-04-30
PHI,13,13,0.5,3.0,97,112,0.435,2021-04-30
CIN,12,13,0.48,3.5,136,128,0.528,2021-04-30
PIT,12,13,0.48,3.5,97,113,0.431,2021-04-30
NYM,10,11,0.476,3.5,64,77,0.416,2021-04-30
WSN,10,12,0.455,4.0,77,98,0.391,2021-04-30
ATL,12,14,0.462,4.0,122,132,0.464,2021-04-30
CHC,11,15,0.423,5.0,114,128,0.447,2021-04-30
MIA,11,15,0.423,5.0,109,99,0.544,2021-04-30
COL,9,17,0.346,7.0,115,130,0.444,2021-04-30
BOS,17,10,0.63,--,129,105,0.593,2021-04-30
KCR,15,9,0.625,0.5,105,107,0.491,2021-04-30
OAK,16,11,0.593,1.0,111,115,0.484,2021-04-30
CHW,14,11,0.56,2.0,127,98,0.616,2021-04-30
SEA,15,12,0.556,2.0,112,111,0.504,2021-04-30
HOU,14,12,0.538,2.5,131,100,0.621,2021-04-30
CLE,12,12,0.5,3.5,95,96,0.495,2021-04-30
LAA,12,12,0.5,3.5,115,134,0.43,2021-04-30
TOR,12,12,0.5,3.5,107,90,0.579,2021-04-30
TBR,13,14,0.481,4.0,113,124,0.458,2021-04-30
BAL,12,14,0.462,4.5,94,107,0.441,2021-04-30
NYY,12,14,0.462,4.5,102,92,0.547,2021-04-30
TEX,11,16,0.407,6.0,104,125,0.417,2021-04-30
MIN,9,15,0.375,6.5,111,109,0.508,2021-04-30
DET,8,19,0.296,9.0,75,133,0.26,2021-04-30
MIL,17,10,0.63,--,109,98,0.549,2021-05-01
SFG,16,11,0.593,1.0,108,89,0.588,2021-05-01
SDP,16,12,0.571,1.5,115,96,0.582,2021-05-01
LAD,16,12,0.571,1.5,132,99,0.629,2021-05-01
STL,15,12,0.556,2.0,129,113,0.56,2021-05-01
ARI,14,13,0.519,3.0,142,140,0.506,2021-05-01
NYM,11,11,0.5,3.5,69,81,0.427,2021-05-01
PHI,13,14,0.481,4.0,101,117,0.433,2021-05-01
WSN,11,12,0.478,4.0,84,100,0.421,2021-05-01
